feature,importance_pct,direction,model,congress,session,chamber,roll_call_number,model_accuracy
race_id_Caucasian,1.603756820764098,positive,LogisticRegression,119,1,Senate,235,1.0
clean_religion_Mormon,1.5265080474882218,positive,LogisticRegression,119,1,Senate,235,1.0
race_id_Black,1.4514459663753392,negative,LogisticRegression,119,1,Senate,235,1.0
clean_religion_Catholic,1.378613022290253,positive,LogisticRegression,119,1,Senate,235,1.0
is_married,1.2502044373978827,positive,LogisticRegression,119,1,Senate,235,1.0
race_id_Native American,1.1363466920097087,positive,LogisticRegression,119,1,Senate,235,1.0
race_id_Asian American/Pacific Islander,1.0178516305364123,negative,LogisticRegression,119,1,Senate,235,1.0
military_service,0.9221833808243586,positive,LogisticRegression,119,1,Senate,235,1.0
committee_membership,0.8261511151082032,negative,LogisticRegression,119,1,Senate,235,1.0
age,0.7301913038142586,negative,LogisticRegression,119,1,Senate,235,1.0
gender_F,0.7100205591711902,negative,LogisticRegression,119,1,Senate,235,1.0
gender_M,0.7100186526456719,positive,LogisticRegression,119,1,Senate,235,1.0
years_of_experience,0.4102983404591201,negative,LogisticRegression,119,1,Senate,235,1.0
years_of_staffer_experience,0.3881389279282734,positive,LogisticRegression,119,1,Senate,235,1.0
clean_religion_Buddhist,0.310558015001412,negative,LogisticRegression,119,1,Senate,235,1.0
race_id_Hispanic,0.2708078223875731,negative,LogisticRegression,119,1,Senate,235,1.0
region_Southwest,0.12084568816602811,positive,LogisticRegression,119,1,Senate,235,1.0
region_Great Lakes,0.007511759498660498,negative,LogisticRegression,119,1,Senate,235,1.0
race_id_Biracial,0.0,neutral,LogisticRegression,119,1,Senate,235,1.0
race_id_Arab,0.0,neutral,LogisticRegression,119,1,Senate,235,1.0
clean_religion_Muslim,0.0,neutral,LogisticRegression,119,1,Senate,235,1.0
clean_religion_Hindu,0.0,neutral,LogisticRegression,119,1,Senate,235,1.0
party_Republican,41.887289002418015,neutral,RandomForest,119,1,Senate,235,1.0
party_Democrat,26.506676050953004,negative,RandomForest,119,1,Senate,235,1.0
staffer_turnover_rate,4.359247562584077,negative,RandomForest,119,1,Senate,235,1.0
cosponsorship_status,4.087311588709946,positive,RandomForest,119,1,Senate,235,1.0
region_Northeast,2.9664931277874858,negative,RandomForest,119,1,Senate,235,1.0
age,2.8050565775585348,negative,RandomForest,119,1,Senate,235,1.0
region_Southeast,2.2594306351803373,positive,RandomForest,119,1,Senate,235,1.0
years_of_staffer_experience,1.606542655605582,negative,RandomForest,119,1,Senate,235,1.0
years_of_experience,1.4763489669247336,negative,RandomForest,119,1,Senate,235,1.0
clean_religion_Protestant Christian,1.459889122448547,neutral,RandomForest,119,1,Senate,235,1.0
clean_religion_Jewish,1.293439877546724,negative,RandomForest,119,1,Senate,235,1.0
region_Far West,1.1811409535647828,negative,RandomForest,119,1,Senate,235,1.0
region_Plains,1.0701116119037215,positive,RandomForest,119,1,Senate,235,1.0
is_married,0.8327630580116256,neutral,RandomForest,119,1,Senate,235,1.0
region_Rocky Mountain,0.68665020738508,positive,RandomForest,119,1,Senate,235,1.0
clean_religion_Unaffiliation/Unknown,0.6722932520158338,negative,RandomForest,119,1,Senate,235,1.0
military_service,0.494490579225397,positive,RandomForest,119,1,Senate,235,1.0
race_id_Caucasian,0.4882555723733217,neutral,RandomForest,119,1,Senate,235,1.0
party_Independent,0.4777292593759368,negative,RandomForest,119,1,Senate,235,1.0
gender_M,0.4461835812833093,neutral,RandomForest,119,1,Senate,235,1.0
region_Southwest,0.41677803715713163,negative,RandomForest,119,1,Senate,235,1.0
region_Mid-Atlantic,0.40876486225957903,negative,RandomForest,119,1,Senate,235,1.0
clean_religion_Catholic,0.389664000016396,negative,RandomForest,119,1,Senate,235,1.0
gender_F,0.2814731065528919,negative,RandomForest,119,1,Senate,235,1.0
committee_membership,0.27542725976456583,negative,RandomForest,119,1,Senate,235,1.0
clean_religion_Mormon,0.25863070878894884,positive,RandomForest,119,1,Senate,235,1.0
race_id_Black,0.24910881057497933,negative,RandomForest,119,1,Senate,235,1.0
race_id_Hispanic,0.19069047277782455,negative,RandomForest,119,1,Senate,235,1.0
race_id_Native American,0.17173857652158153,positive,RandomForest,119,1,Senate,235,1.0
race_id_Asian American/Pacific Islander,0.16727950383739315,negative,RandomForest,119,1,Senate,235,1.0
region_Great Lakes,0.13310141889272895,negative,RandomForest,119,1,Senate,235,1.0
race_id_Biracial,0.0,neutral,RandomForest,119,1,Senate,235,1.0
race_id_Arab,0.0,neutral,RandomForest,119,1,Senate,235,1.0
clean_religion_Muslim,0.0,neutral,RandomForest,119,1,Senate,235,1.0
clean_religion_Hindu,0.0,neutral,RandomForest,119,1,Senate,235,1.0
clean_religion_Buddhist,0.0,negative,RandomForest,119,1,Senate,235,1.0
party_Republican,100.0,neutral,XGBoost,119,1,Senate,235,1.0
gender_M,0.0,neutral,XGBoost,119,1,Senate,235,1.0
region_Far West,0.0,negative,XGBoost,119,1,Senate,235,1.0
region_Great Lakes,0.0,negative,XGBoost,119,1,Senate,235,1.0
region_Mid-Atlantic,0.0,negative,XGBoost,119,1,Senate,235,1.0
region_Northeast,0.0,negative,XGBoost,119,1,Senate,235,1.0
region_Plains,0.0,positive,XGBoost,119,1,Senate,235,1.0
region_Rocky Mountain,0.0,positive,XGBoost,119,1,Senate,235,1.0
region_Southeast,0.0,positive,XGBoost,119,1,Senate,235,1.0
gender_F,0.0,negative,XGBoost,119,1,Senate,235,1.0
age,0.0,negative,XGBoost,119,1,Senate,235,1.0
years_of_experience,0.0,negative,XGBoost,119,1,Senate,235,1.0
years_of_staffer_experience,0.0,negative,XGBoost,119,1,Senate,235,1.0
staffer_turnover_rate,0.0,negative,XGBoost,119,1,Senate,235,1.0
committee_membership,0.0,negative,XGBoost,119,1,Senate,235,1.0
cosponsorship_status,0.0,positive,XGBoost,119,1,Senate,235,1.0
is_married,0.0,neutral,XGBoost,119,1,Senate,235,1.0
region_Southwest,0.0,negative,XGBoost,119,1,Senate,235,1.0
party_Independent,0.0,negative,XGBoost,119,1,Senate,235,1.0
party_Democrat,0.0,negative,XGBoost,119,1,Senate,235,1.0
clean_religion_Protestant Christian,0.0,neutral,XGBoost,119,1,Senate,235,1.0
clean_religion_Buddhist,0.0,negative,XGBoost,119,1,Senate,235,1.0
clean_religion_Catholic,0.0,negative,XGBoost,119,1,Senate,235,1.0
clean_religion_Hindu,0.0,neutral,XGBoost,119,1,Senate,235,1.0
clean_religion_Jewish,0.0,negative,XGBoost,119,1,Senate,235,1.0
clean_religion_Mormon,0.0,positive,XGBoost,119,1,Senate,235,1.0
clean_religion_Muslim,0.0,neutral,XGBoost,119,1,Senate,235,1.0
clean_religion_Unaffiliation/Unknown,0.0,negative,XGBoost,119,1,Senate,235,1.0
race_id_Native American,0.0,positive,XGBoost,119,1,Senate,235,1.0
race_id_Arab,0.0,neutral,XGBoost,119,1,Senate,235,1.0
race_id_Asian American/Pacific Islander,0.0,negative,XGBoost,119,1,Senate,235,1.0
race_id_Biracial,0.0,neutral,XGBoost,119,1,Senate,235,1.0
race_id_Black,0.0,negative,XGBoost,119,1,Senate,235,1.0
race_id_Caucasian,0.0,neutral,XGBoost,119,1,Senate,235,1.0
race_id_Hispanic,0.0,negative,XGBoost,119,1,Senate,235,1.0
military_service,0.0,positive,XGBoost,119,1,Senate,235,1.0
party_Republican,25.77579566576767,positive,LogisticRegression,119,1,Senate,236,1.0
party_Democrat,22.22600787393079,negative,LogisticRegression,119,1,Senate,236,1.0
region_Northeast,6.089722899699298,negative,LogisticRegression,119,1,Senate,236,1.0
region_Southeast,4.84095868674487,positive,LogisticRegression,119,1,Senate,236,1.0
clean_religion_Jewish,3.8061207670621475,negative,LogisticRegression,119,1,Senate,236,1.0
party_Independent,3.549808815938,negative,LogisticRegression,119,1,Senate,236,1.0
clean_religion_Protestant Christian,3.4622955703613094,positive,LogisticRegression,119,1,Senate,236,1.0
region_Plains,3.4093581149438785,positive,LogisticRegression,119,1,Senate,236,1.0
clean_religion_Unaffiliation/Unknown,2.4766070038288324,negative,LogisticRegression,119,1,Senate,236,1.0
region_Mid-Atlantic,2.2456222919712,negative,LogisticRegression,119,1,Senate,236,1.0
region_Rocky Mountain,2.186214948645369,positive,LogisticRegression,119,1,Senate,236,1.0
region_Far West,2.1461397564653972,negative,LogisticRegression,119,1,Senate,236,1.0
race_id_Caucasian,2.087894074928034,positive,LogisticRegression,119,1,Senate,236,1.0
staffer_turnover_rate,2.0109652126499915,negative,LogisticRegression,119,1,Senate,236,1.0
race_id_Black,1.63316152120184,negative,LogisticRegression,119,1,Senate,236,1.0
committee_membership,1.620208024382089,positive,LogisticRegression,119,1,Senate,236,1.0
clean_religion_Mormon,1.5882051757365017,positive,LogisticRegression,119,1,Senate,236,1.0
clean_religion_Catholic,1.2069665052326721,positive,LogisticRegression,119,1,Senate,236,1.0
is_married,1.1720979626561507,positive,LogisticRegression,119,1,Senate,236,1.0
military_service,1.0839072296652552,positive,LogisticRegression,119,1,Senate,236,1.0
race_id_Asian American/Pacific Islander,1.06828213294703,negative,LogisticRegression,119,1,Senate,236,1.0
race_id_Native American,0.9925507001404311,positive,LogisticRegression,119,1,Senate,236,1.0
age,0.8388390497090876,negative,LogisticRegression,119,1,Senate,236,1.0
gender_F,0.5410850871276277,negative,LogisticRegression,119,1,Senate,236,1.0
gender_M,0.5410640630265053,positive,LogisticRegression,119,1,Senate,236,1.0
race_id_Hispanic,0.3790221450207176,negative,LogisticRegression,119,1,Senate,236,1.0
years_of_experience,0.35687590674157327,negative,LogisticRegression,119,1,Senate,236,1.0
years_of_staffer_experience,0.3029883039859112,positive,LogisticRegression,119,1,Senate,236,1.0
clean_religion_Buddhist,0.3011132050148129,negative,LogisticRegression,119,1,Senate,236,1.0
region_Great Lakes,0.05252673908783553,positive,LogisticRegression,119,1,Senate,236,1.0
region_Southwest,0.007594565387180234,negative,LogisticRegression,119,1,Senate,236,1.0
race_id_Biracial,0.0,neutral,LogisticRegression,119,1,Senate,236,1.0
race_id_Arab,0.0,neutral,LogisticRegression,119,1,Senate,236,1.0
clean_religion_Muslim,0.0,neutral,LogisticRegression,119,1,Senate,236,1.0
clean_religion_Hindu,0.0,neutral,LogisticRegression,119,1,Senate,236,1.0
cosponsorship_status,0.0,neutral,LogisticRegression,119,1,Senate,236,1.0
party_Republican,42.9705751063948,neutral,RandomForest,119,1,Senate,236,1.0
party_Democrat,26.75001764939916,negative,RandomForest,119,1,Senate,236,1.0
region_Northeast,4.006286114230434,negative,RandomForest,119,1,Senate,236,1.0
staffer_turnover_rate,3.6325906950617166,negative,RandomForest,119,1,Senate,236,1.0
age,3.1255625591648504,negative,RandomForest,119,1,Senate,236,1.0
years_of_experience,2.959127881970013,negative,RandomForest,119,1,Senate,236,1.0
years_of_staffer_experience,2.4958156451696465,negative,RandomForest,119,1,Senate,236,1.0
region_Southeast,2.1561090275927,positive,RandomForest,119,1,Senate,236,1.0
clean_religion_Protestant Christian,1.7780438620307963,neutral,RandomForest,119,1,Senate,236,1.0
region_Plains,1.3479997968394728,positive,RandomForest,119,1,Senate,236,1.0
clean_religion_Jewish,1.1786679142548526,negative,RandomForest,119,1,Senate,236,1.0
region_Far West,1.175185804861044,negative,RandomForest,119,1,Senate,236,1.0
is_married,0.5811628044955011,neutral,RandomForest,119,1,Senate,236,1.0
race_id_Black,0.5513015482907087,negative,RandomForest,119,1,Senate,236,1.0
region_Rocky Mountain,0.5446081217281312,positive,RandomForest,119,1,Senate,236,1.0
clean_religion_Unaffiliation/Unknown,0.5422850986666372,negative,RandomForest,119,1,Senate,236,1.0
clean_religion_Catholic,0.5081697488646615,negative,RandomForest,119,1,Senate,236,1.0
race_id_Caucasian,0.46852546886132806,neutral,RandomForest,119,1,Senate,236,1.0
gender_M,0.4207316431608334,neutral,RandomForest,119,1,Senate,236,1.0
clean_religion_Mormon,0.36908802121697315,positive,RandomForest,119,1,Senate,236,1.0
region_Mid-Atlantic,0.36045091549737845,negative,RandomForest,119,1,Senate,236,1.0
party_Independent,0.3527627835138956,negative,RandomForest,119,1,Senate,236,1.0
military_service,0.3157023116815173,positive,RandomForest,119,1,Senate,236,1.0
region_Southwest,0.2948090700148429,negative,RandomForest,119,1,Senate,236,1.0
gender_F,0.2842010882245303,negative,RandomForest,119,1,Senate,236,1.0
race_id_Asian American/Pacific Islander,0.22706231647594083,negative,RandomForest,119,1,Senate,236,1.0
race_id_Hispanic,0.2167416649234319,negative,RandomForest,119,1,Senate,236,1.0
region_Great Lakes,0.20771536199436716,negative,RandomForest,119,1,Senate,236,1.0
race_id_Native American,0.09463112408535505,positive,RandomForest,119,1,Senate,236,1.0
committee_membership,0.08406885133448716,positive,RandomForest,119,1,Senate,236,1.0
race_id_Biracial,0.0,neutral,RandomForest,119,1,Senate,236,1.0
race_id_Arab,0.0,neutral,RandomForest,119,1,Senate,236,1.0
clean_religion_Muslim,0.0,neutral,RandomForest,119,1,Senate,236,1.0
clean_religion_Hindu,0.0,neutral,RandomForest,119,1,Senate,236,1.0
cosponsorship_status,0.0,neutral,RandomForest,119,1,Senate,236,1.0
clean_religion_Buddhist,0.0,negative,RandomForest,119,1,Senate,236,1.0
party_Republican,100.0,neutral,XGBoost,119,1,Senate,236,1.0
gender_M,0.0,neutral,XGBoost,119,1,Senate,236,1.0
region_Far West,0.0,negative,XGBoost,119,1,Senate,236,1.0
region_Great Lakes,0.0,negative,XGBoost,119,1,Senate,236,1.0
region_Mid-Atlantic,0.0,negative,XGBoost,119,1,Senate,236,1.0
region_Northeast,0.0,negative,XGBoost,119,1,Senate,236,1.0
region_Plains,0.0,positive,XGBoost,119,1,Senate,236,1.0
region_Rocky Mountain,0.0,positive,XGBoost,119,1,Senate,236,1.0
region_Southeast,0.0,positive,XGBoost,119,1,Senate,236,1.0
gender_F,0.0,negative,XGBoost,119,1,Senate,236,1.0
age,0.0,negative,XGBoost,119,1,Senate,236,1.0
years_of_experience,0.0,negative,XGBoost,119,1,Senate,236,1.0
years_of_staffer_experience,0.0,negative,XGBoost,119,1,Senate,236,1.0
staffer_turnover_rate,0.0,negative,XGBoost,119,1,Senate,236,1.0
committee_membership,0.0,positive,XGBoost,119,1,Senate,236,1.0
cosponsorship_status,0.0,neutral,XGBoost,119,1,Senate,236,1.0
is_married,0.0,neutral,XGBoost,119,1,Senate,236,1.0
region_Southwest,0.0,negative,XGBoost,119,1,Senate,236,1.0
party_Independent,0.0,negative,XGBoost,119,1,Senate,236,1.0
party_Democrat,0.0,negative,XGBoost,119,1,Senate,236,1.0
clean_religion_Protestant Christian,0.0,neutral,XGBoost,119,1,Senate,236,1.0
clean_religion_Buddhist,0.0,negative,XGBoost,119,1,Senate,236,1.0
clean_religion_Catholic,0.0,negative,XGBoost,119,1,Senate,236,1.0
clean_religion_Hindu,0.0,neutral,XGBoost,119,1,Senate,236,1.0
clean_religion_Jewish,0.0,negative,XGBoost,119,1,Senate,236,1.0
clean_religion_Mormon,0.0,positive,XGBoost,119,1,Senate,236,1.0
clean_religion_Muslim,0.0,neutral,XGBoost,119,1,Senate,236,1.0
clean_religion_Unaffiliation/Unknown,0.0,negative,XGBoost,119,1,Senate,236,1.0
race_id_Native American,0.0,positive,XGBoost,119,1,Senate,236,1.0
race_id_Arab,0.0,neutral,XGBoost,119,1,Senate,236,1.0
race_id_Asian American/Pacific Islander,0.0,negative,XGBoost,119,1,Senate,236,1.0
race_id_Biracial,0.0,neutral,XGBoost,119,1,Senate,236,1.0
race_id_Black,0.0,negative,XGBoost,119,1,Senate,236,1.0
race_id_Caucasian,0.0,neutral,XGBoost,119,1,Senate,236,1.0
race_id_Hispanic,0.0,negative,XGBoost,119,1,Senate,236,1.0
military_service,0.0,positive,XGBoost,119,1,Senate,236,1.0
party_Republican,25.511710252690555,positive,LogisticRegression,119,1,Senate,237,1.0
party_Democrat,21.934594450401523,negative,LogisticRegression,119,1,Senate,237,1.0
region_Northeast,6.0935677665133765,negative,LogisticRegression,119,1,Senate,237,1.0
region_Southeast,4.62225076061703,positive,LogisticRegression,119,1,Senate,237,1.0
clean_religion_Jewish,3.769492645479173,negative,LogisticRegression,119,1,Senate,237,1.0
party_Independent,3.5771531785571846,negative,LogisticRegression,119,1,Senate,237,1.0
region_Plains,3.4700843748012593,positive,LogisticRegression,119,1,Senate,237,1.0
clean_religion_Protestant Christian,3.389243204722161,positive,LogisticRegression,119,1,Senate,237,1.0
clean_religion_Unaffiliation/Unknown,2.3806789712481162,negative,LogisticRegression,119,1,Senate,237,1.0
region_Rocky Mountain,2.2931659415771044,positive,LogisticRegression,119,1,Senate,237,1.0
region_Far West,2.1393559276445364,negative,LogisticRegression,119,1,Senate,237,1.0
region_Mid-Atlantic,2.12887749346723,negative,LogisticRegression,119,1,Senate,237,1.0
race_id_Caucasian,2.0135398837979843,positive,LogisticRegression,119,1,Senate,237,1.0
cosponsorship_status,1.9687462877722384,positive,LogisticRegression,119,1,Senate,237,1.0
staffer_turnover_rate,1.8800882693059573,negative,LogisticRegression,119,1,Senate,237,1.0
clean_religion_Mormon,1.6479058895292436,positive,LogisticRegression,119,1,Senate,237,1.0
race_id_Black,1.5987521606931603,negative,LogisticRegression,119,1,Senate,237,1.0
committee_membership,1.3102279468480378,negative,LogisticRegression,119,1,Senate,237,1.0
clean_religion_Catholic,1.108179890126694,positive,LogisticRegression,119,1,Senate,237,1.0
race_id_Asian American/Pacific Islander,1.0629955117418135,negative,LogisticRegression,119,1,Senate,237,1.0
race_id_Native American,1.0389848343926467,positive,LogisticRegression,119,1,Senate,237,1.0
military_service,1.0082032290616656,positive,LogisticRegression,119,1,Senate,237,1.0
is_married,0.9780605471755726,positive,LogisticRegression,119,1,Senate,237,1.0
age,0.805890765362984,negative,LogisticRegression,119,1,Senate,237,1.0
gender_F,0.5524597231497589,negative,LogisticRegression,119,1,Senate,237,1.0
gender_M,0.5524223468816142,positive,LogisticRegression,119,1,Senate,237,1.0
race_id_Hispanic,0.3908144220238026,negative,LogisticRegression,119,1,Senate,237,1.0
clean_religion_Buddhist,0.3124549364904018,negative,LogisticRegression,119,1,Senate,237,1.0
years_of_experience,0.30238338430360356,negative,LogisticRegression,119,1,Senate,237,1.0
years_of_staffer_experience,0.08323572960282745,positive,LogisticRegression,119,1,Senate,237,1.0
region_Great Lakes,0.04910826982956687,negative,LogisticRegression,119,1,Senate,237,1.0
region_Southwest,0.025371004191168466,positive,LogisticRegression,119,1,Senate,237,1.0
race_id_Biracial,0.0,neutral,LogisticRegression,119,1,Senate,237,1.0
race_id_Arab,0.0,neutral,LogisticRegression,119,1,Senate,237,1.0
clean_religion_Muslim,0.0,neutral,LogisticRegression,119,1,Senate,237,1.0
clean_religion_Hindu,0.0,neutral,LogisticRegression,119,1,Senate,237,1.0
party_Republican,41.29085227390127,neutral,RandomForest,119,1,Senate,237,1.0
party_Democrat,30.500296546940753,negative,RandomForest,119,1,Senate,237,1.0
staffer_turnover_rate,3.338188888697266,negative,RandomForest,119,1,Senate,237,1.0
age,3.1277319293018366,negative,RandomForest,119,1,Senate,237,1.0
region_Northeast,2.8828422079888667,negative,RandomForest,119,1,Senate,237,1.0
years_of_experience,2.188818571312988,negative,RandomForest,119,1,Senate,237,1.0
years_of_staffer_experience,2.09413908685849,negative,RandomForest,119,1,Senate,237,1.0
region_Southeast,2.0580356588411974,positive,RandomForest,119,1,Senate,237,1.0
region_Far West,1.5899567671387858,negative,RandomForest,119,1,Senate,237,1.0
clean_religion_Protestant Christian,1.5442310414077838,neutral,RandomForest,119,1,Senate,237,1.0
region_Plains,1.3694770977640474,positive,RandomForest,119,1,Senate,237,1.0
clean_religion_Jewish,1.3226018101634147,negative,RandomForest,119,1,Senate,237,1.0
committee_membership,0.7958874453621892,negative,RandomForest,119,1,Senate,237,1.0
race_id_Caucasian,0.7042298677049569,neutral,RandomForest,119,1,Senate,237,1.0
clean_religion_Unaffiliation/Unknown,0.5229238384835029,negative,RandomForest,119,1,Senate,237,1.0
is_married,0.5081571067253926,neutral,RandomForest,119,1,Senate,237,1.0
gender_M,0.49509624386775847,neutral,RandomForest,119,1,Senate,237,1.0
region_Mid-Atlantic,0.47894535842333996,negative,RandomForest,119,1,Senate,237,1.0
cosponsorship_status,0.47059193347571704,positive,RandomForest,119,1,Senate,237,1.0
clean_religion_Mormon,0.4353039035770083,positive,RandomForest,119,1,Senate,237,1.0
party_Independent,0.4168364293150875,negative,RandomForest,119,1,Senate,237,1.0
military_service,0.353580034171484,positive,RandomForest,119,1,Senate,237,1.0
race_id_Black,0.3246120316714906,negative,RandomForest,119,1,Senate,237,1.0
region_Rocky Mountain,0.2891048066933723,positive,RandomForest,119,1,Senate,237,1.0
region_Southwest,0.24309877860563583,negative,RandomForest,119,1,Senate,237,1.0
gender_F,0.22462296186200656,negative,RandomForest,119,1,Senate,237,1.0
clean_religion_Catholic,0.17401971518365758,negative,RandomForest,119,1,Senate,237,1.0
race_id_Asian American/Pacific Islander,0.09716783216783208,negative,RandomForest,119,1,Senate,237,1.0
region_Great Lakes,0.09101956493406133,negative,RandomForest,119,1,Senate,237,1.0
clean_religion_Buddhist,0.03131115459882578,negative,RandomForest,119,1,Senate,237,1.0
race_id_Native American,0.024742268041237126,positive,RandomForest,119,1,Senate,237,1.0
race_id_Hispanic,0.011576844818739097,negative,RandomForest,119,1,Senate,237,1.0
race_id_Biracial,0.0,neutral,RandomForest,119,1,Senate,237,1.0
race_id_Arab,0.0,neutral,RandomForest,119,1,Senate,237,1.0
clean_religion_Muslim,0.0,neutral,RandomForest,119,1,Senate,237,1.0
clean_religion_Hindu,0.0,neutral,RandomForest,119,1,Senate,237,1.0
party_Republican,100.0,neutral,XGBoost,119,1,Senate,237,1.0
gender_M,0.0,neutral,XGBoost,119,1,Senate,237,1.0
region_Far West,0.0,negative,XGBoost,119,1,Senate,237,1.0
region_Great Lakes,0.0,negative,XGBoost,119,1,Senate,237,1.0
region_Mid-Atlantic,0.0,negative,XGBoost,119,1,Senate,237,1.0
region_Northeast,0.0,negative,XGBoost,119,1,Senate,237,1.0
region_Plains,0.0,positive,XGBoost,119,1,Senate,237,1.0
region_Rocky Mountain,0.0,positive,XGBoost,119,1,Senate,237,1.0
region_Southeast,0.0,positive,XGBoost,119,1,Senate,237,1.0
gender_F,0.0,negative,XGBoost,119,1,Senate,237,1.0
age,0.0,negative,XGBoost,119,1,Senate,237,1.0
years_of_experience,0.0,negative,XGBoost,119,1,Senate,237,1.0
years_of_staffer_experience,0.0,negative,XGBoost,119,1,Senate,237,1.0
staffer_turnover_rate,0.0,negative,XGBoost,119,1,Senate,237,1.0
committee_membership,0.0,negative,XGBoost,119,1,Senate,237,1.0
cosponsorship_status,0.0,positive,XGBoost,119,1,Senate,237,1.0
is_married,0.0,neutral,XGBoost,119,1,Senate,237,1.0
region_Southwest,0.0,negative,XGBoost,119,1,Senate,237,1.0
party_Independent,0.0,negative,XGBoost,119,1,Senate,237,1.0
party_Democrat,0.0,negative,XGBoost,119,1,Senate,237,1.0
clean_religion_Protestant Christian,0.0,neutral,XGBoost,119,1,Senate,237,1.0
clean_religion_Buddhist,0.0,negative,XGBoost,119,1,Senate,237,1.0
clean_religion_Catholic,0.0,negative,XGBoost,119,1,Senate,237,1.0
clean_religion_Hindu,0.0,neutral,XGBoost,119,1,Senate,237,1.0
clean_religion_Jewish,0.0,negative,XGBoost,119,1,Senate,237,1.0
clean_religion_Mormon,0.0,positive,XGBoost,119,1,Senate,237,1.0
clean_religion_Muslim,0.0,neutral,XGBoost,119,1,Senate,237,1.0
clean_religion_Unaffiliation/Unknown,0.0,negative,XGBoost,119,1,Senate,237,1.0
race_id_Native American,0.0,positive,XGBoost,119,1,Senate,237,1.0
race_id_Arab,0.0,neutral,XGBoost,119,1,Senate,237,1.0
race_id_Asian American/Pacific Islander,0.0,negative,XGBoost,119,1,Senate,237,1.0
race_id_Biracial,0.0,neutral,XGBoost,119,1,Senate,237,1.0
race_id_Black,0.0,negative,XGBoost,119,1,Senate,237,1.0
race_id_Caucasian,0.0,neutral,XGBoost,119,1,Senate,237,1.0
race_id_Hispanic,0.0,negative,XGBoost,119,1,Senate,237,1.0
military_service,0.0,positive,XGBoost,119,1,Senate,237,1.0
party_Republican,28.271669195953603,negative,LogisticRegression,119,1,House,238,1.0
party_Democrat,28.271605264994914,positive,LogisticRegression,119,1,House,238,1.0
race_id_Caucasian,4.6730775477556,negative,LogisticRegression,119,1,House,238,1.0
race_id_Black,3.9386399269488974,positive,LogisticRegression,119,1,House,238,1.0
region_Far West,3.240530620284149,positive,LogisticRegression,119,1,House,238,1.0
region_Northeast,3.043236708700341,positive,LogisticRegression,119,1,House,238,1.0
clean_religion_Protestant Christian,2.9670203364352643,negative,LogisticRegression,119,1,House,238,1.0
region_Southeast,2.7754096504599004,negative,LogisticRegression,119,1,House,238,1.0
gender_M,2.3267298148198923,negative,LogisticRegression,119,1,House,238,1.0
gender_F,2.326665883861213,positive,LogisticRegression,119,1,House,238,1.0
military_service,1.9271967773731076,negative,LogisticRegression,119,1,House,238,1.0
clean_religion_Jewish,1.787806144257544,positive,LogisticRegression,119,1,House,238,1.0
clean_religion_Unaffiliation/Unknown,1.7840045173451484,positive,LogisticRegression,119,1,House,238,1.0
region_Plains,1.5344746053353138,negative,LogisticRegression,119,1,House,238,1.0
region_Southwest,1.4854103579729137,negative,LogisticRegression,119,1,House,238,1.0
years_of_experience,1.2915908566889271,positive,LogisticRegression,119,1,House,238,1.0
clean_religion_Mormon,1.0225849212252414,negative,LogisticRegression,119,1,House,238,1.0
region_Rocky Mountain,0.9082022308640263,negative,LogisticRegression,119,1,House,238,1.0
race_id_Hispanic,0.7969019123273345,positive,LogisticRegression,119,1,House,238,1.0
region_Mid-Atlantic,0.7832485287754777,positive,LogisticRegression,119,1,House,238,1.0
committee_membership,0.7717924621878717,negative,LogisticRegression,119,1,House,238,1.0
race_id_Asian American/Pacific Islander,0.5176890933253835,positive,LogisticRegression,119,1,House,238,1.0
clean_religion_Catholic,0.5051095356174237,negative,LogisticRegression,119,1,House,238,1.0
clean_religion_Hindu,0.4942750819798126,positive,LogisticRegression,119,1,House,238,1.0
race_id_Arab,0.38695478477599615,negative,LogisticRegression,119,1,House,238,1.0
region_Great Lakes,0.36358294408649267,negative,LogisticRegression,119,1,House,238,1.0
staffer_turnover_rate,0.3259113631440116,positive,LogisticRegression,119,1,House,238,1.0
age,0.282318171430671,negative,LogisticRegression,119,1,House,238,1.0
race_id_Native American,0.2585972156905686,negative,LogisticRegression,119,1,House,238,1.0
is_married,0.23311376167046657,negative,LogisticRegression,119,1,House,238,1.0
clean_religion_Muslim,0.2178096168615268,positive,LogisticRegression,119,1,House,238,1.0
clean_religion_Buddhist,0.21075550187521688,positive,LogisticRegression,119,1,House,238,1.0
years_of_staffer_experience,0.21074998031389083,positive,LogisticRegression,119,1,House,238,1.0
race_id_Biracial,0.06533468466187056,positive,LogisticRegression,119,1,House,238,1.0
cosponsorship_status,0.0,neutral,LogisticRegression,119,1,House,238,1.0
party_Independent,0.0,neutral,LogisticRegression,119,1,House,238,1.0
party_Republican,38.12880485725111,neutral,RandomForest,119,1,House,238,1.0
party_Democrat,36.94249642455964,positive,RandomForest,119,1,House,238,1.0
race_id_Caucasian,7.168267484116524,neutral,RandomForest,119,1,House,238,1.0
race_id_Black,2.106205146168707,positive,RandomForest,119,1,House,238,1.0
gender_F,2.039928084640693,positive,RandomForest,119,1,House,238,1.0
staffer_turnover_rate,1.7905012685630848,positive,RandomForest,119,1,House,238,1.0
gender_M,1.6029512622051716,neutral,RandomForest,119,1,House,238,1.0
region_Northeast,1.4013704057936645,positive,RandomForest,119,1,House,238,1.0
region_Far West,1.2454857506498058,positive,RandomForest,119,1,House,238,1.0
